action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,parent_molecule_chembl_id,molecule_chembl_id_molecule_table,atc_classifications,pref_name_molecule,canonical_smiles,standard_inchi,standard_inchi_key,parent_chembl_id,oral,parenteral,organism,target_type,pref_name_target,accession,component_id,protein_classifications,level_1,level_2,level_3,level_4,level_5,InChi_nostereo
ANTAGONIST,Delta opioid receptor antagonist,CHEMBL5315055,CHEMBL236,CHEMBL982,CHEMBL982,['N07BB05'],NALMEFENE,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"InChI=1S/C21H25NO3/c1-12-6-7-21(24)16-10-14-4-5-15(23)18-17(14)20(21,19(12)25-18)8-9-22(16)11-13-2-3-13/h4-5,13,16,19,23-24H,1-3,6-11H2/t16-,19+,20+,21-/m1/s1",WJBLNOPPDWQMCH-MBPVOVBZSA-N,CHEMBL982,False,True,Homo sapiens,SINGLE PROTEIN,Delta opioid receptor,P41143,[242],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C21H25NO3/c1-12-6-7-21(24)16-10-14-4-5-15(23)18-17(14)20(21,19(12)25-18)8-9-22(16)11-13-2-3-13/h4-5,13,16,19,23-24H,1-3,6-11H2"
ANTAGONIST,Dopamine D1 receptor antagonist,CHEMBL1200843,CHEMBL2056,CHEMBL1201356,CHEMBL1201356,['G02AB01'],METHYLERGONOVINE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"InChI=1S/C20H25N3O2/c1-3-14(11-24)22-20(25)13-7-16-15-5-4-6-17-19(15)12(9-21-17)8-18(16)23(2)10-13/h4-7,9,13-14,18,21,24H,3,8,10-11H2,1-2H3,(H,22,25)/t13-,14+,18-/m1/s1",UNBRKDKAWYKMIV-QWQRMKEZSA-N,CHEMBL1201356,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D1 receptor,P21728,[397],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C20H25N3O2/c1-3-14(11-24)22-20(25)13-7-16-15-5-4-6-17-19(15)12(9-21-17)8-18(16)23(2)10-13/h4-7,9,13-14,18,21,24H,3,8,10-11H2,1-2H3,(H,22,25)"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL1200419,CHEMBL217,CHEMBL460,CHEMBL460,['N05AE02'],MOLINDONE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,"InChI=1S/C16H24N2O2/c1-3-13-11(2)17-14-5-4-12(16(19)15(13)14)10-18-6-8-20-9-7-18/h12,17H,3-10H2,1-2H3",KLPWJLBORRMFGK-UHFFFAOYSA-N,CHEMBL460,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C16H24N2O2/c1-3-13-11(2)17-14-5-4-12(16(19)15(13)14)10-18-6-8-20-9-7-18/h12,17H,3-10H2,1-2H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL1200940,CHEMBL217,CHEMBL86,CHEMBL86,['A03FA01'],METOCLOPRAMIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,"InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",TTWJBBZEZQICBI-UHFFFAOYSA-N,CHEMBL86,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL1201,CHEMBL217,CHEMBL1201,CHEMBL1201,['N05AF04'],THIOTHIXENE,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"InChI=1S/C23H29N3O2S2/c1-24(2)30(27,28)18-10-11-23-21(17-18)19(20-7-4-5-9-22(20)29-23)8-6-12-26-15-13-25(3)14-16-26/h4-5,7-11,17H,6,12-16H2,1-3H3/b19-8-",GFBKORZTTCHDGY-UWVJOHFNSA-N,CHEMBL1201,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C23H29N3O2S2/c1-24(2)30(27,28)18-10-11-23-21(17-18)19(20-7-4-5-9-22(20)29-23)8-6-12-26-15-13-25(3)14-16-26/h4-5,7-11,17H,6,12-16H2,1-3H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL14376,CHEMBL217,CHEMBL14376,CHEMBL14376,['N05AX14'],ILOPERIDONE,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"InChI=1S/C24H27FN2O4/c1-16(28)18-4-7-21(23(14-18)29-2)30-13-3-10-27-11-8-17(9-12-27)24-20-6-5-19(25)15-22(20)31-26-24/h4-7,14-15,17H,3,8-13H2,1-2H3",XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL14376,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C24H27FN2O4/c1-16(28)18-4-7-21(23(14-18)29-2)30-13-3-10-27-11-8-17(9-12-27)24-20-6-5-19(25)15-22(20)31-26-24/h4-7,14-15,17H,3,8-13H2,1-2H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL1621,CHEMBL217,CHEMBL1621,CHEMBL1621,['N05AX13'],PALIPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,"InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3",PMXMIIMHBWHSKN-UHFFFAOYSA-N,CHEMBL1621,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL219916,CHEMBL217,CHEMBL219916,CHEMBL219916,['A03FA03'],DOMPERIDONE,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)",FGXWKSZFVQUSTL-UHFFFAOYSA-N,CHEMBL219916,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL2359670,CHEMBL217,CHEMBL1378,CHEMBL1378,['R06AD03'],THIETHYLPERAZINE,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,"InChI=1S/C22H29N3S2/c1-3-26-18-9-10-22-20(17-18)25(19-7-4-5-8-21(19)27-22)12-6-11-24-15-13-23(2)14-16-24/h4-5,7-10,17H,3,6,11-16H2,1-2H3",XCTYLCDETUVOIP-UHFFFAOYSA-N,CHEMBL1378,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C22H29N3S2/c1-3-26-18-9-10-22-20(17-18)25(19-7-4-5-8-21(19)27-22)12-6-11-24-15-13-23(2)14-16-24/h4-5,7-10,17H,3,6,11-16H2,1-2H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL2360079,CHEMBL217,CHEMBL1085,CHEMBL1085,['N05AB07'],ACETOPHENAZINE,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,"InChI=1S/C23H29N3O2S/c1-18(28)19-7-8-23-21(17-19)26(20-5-2-3-6-22(20)29-23)10-4-9-24-11-13-25(14-12-24)15-16-27/h2-3,5-8,17,27H,4,9-16H2,1H3",WNTYBHLDCKXEOT-UHFFFAOYSA-N,CHEMBL1085,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C23H29N3O2S/c1-18(28)19-7-8-23-21(17-19)26(20-5-2-3-6-22(20)29-23)10-4-9-24-11-13-25(14-12-24)15-16-27/h2-3,5-8,17,27H,4,9-16H2,1H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL26,CHEMBL217,CHEMBL26,CHEMBL26,['N05AL01'],SULPIRIDE,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,"InChI=1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)",BGRJTUBHPOOWDU-UHFFFAOYSA-N,CHEMBL26,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C15H23N3O4S/c1-3-18-8-4-5-11(18)10-17-15(19)13-9-12(23(16,20)21)6-7-14(13)22-2/h6-7,9,11H,3-5,8,10H2,1-2H3,(H,17,19)(H2,16,20,21)"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL297302,CHEMBL217,CHEMBL297302,CHEMBL297302,['N05AD07'],BENPERIDOL,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,"InChI=1S/C22H24FN3O2/c23-17-9-7-16(8-10-17)21(27)6-3-13-25-14-11-18(12-15-25)26-20-5-2-1-4-19(20)24-22(26)28/h1-2,4-5,7-10,18H,3,6,11-15H2,(H,24,28)",FEBOTPHFXYHVPL-UHFFFAOYSA-N,CHEMBL297302,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C22H24FN3O2/c23-17-9-7-16(8-10-17)21(27)6-3-13-25-14-11-18(12-15-25)26-20-5-2-1-4-19(20)24-22(26)28/h1-2,4-5,7-10,18H,3,6,11-15H2,(H,24,28)"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL3188993,CHEMBL217,CHEMBL716,CHEMBL716,['N05AH04'],QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,"InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2",URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL716,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL325109,CHEMBL217,CHEMBL325109,CHEMBL325109,['A03FA06'],CLEBOPRIDE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,"InChI=1S/C20H24ClN3O2/c1-26-19-12-18(22)17(21)11-16(19)20(25)23-15-7-9-24(10-8-15)13-14-5-3-2-4-6-14/h2-6,11-12,15H,7-10,13,22H2,1H3,(H,23,25)",BVPWJMCABCPUQY-UHFFFAOYSA-N,CHEMBL325109,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C20H24ClN3O2/c1-26-19-12-18(22)17(21)11-16(19)20(25)23-15-7-9-24(10-8-15)13-14-5-3-2-4-6-14/h2-6,11-12,15H,7-10,13,22H2,1H3,(H,23,25)"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL3306803,CHEMBL217,CHEMBL3306803,CHEMBL3306803,['N05AD10'],LUMATEPERONE,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,"InChI=1S/C24H28FN3O/c1-26-14-15-28-21-11-13-27(16-20(21)19-4-2-5-22(26)24(19)28)12-3-6-23(29)17-7-9-18(25)10-8-17/h2,4-5,7-10,20-21H,3,6,11-16H2,1H3/t20-,21-/m0/s1",HOIIHACBCFLJET-SFTDATJTSA-N,CHEMBL3306803,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C24H28FN3O/c1-26-14-15-28-21-11-13-27(16-20(21)19-4-2-5-22(26)24(19)28)12-3-6-23(29)17-7-9-18(25)10-8-17/h2,4-5,7-10,20-21H,3,6,11-16H2,1H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL42,CHEMBL217,CHEMBL42,CHEMBL42,['N05AH02'],CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3",QZUDBNBUXVUHMW-UHFFFAOYSA-N,CHEMBL42,True,False,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL567,CHEMBL217,CHEMBL567,CHEMBL567,['N05AB03'],PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2",RGCVKNLCSQQDEP-UHFFFAOYSA-N,CHEMBL567,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL728,CHEMBL217,CHEMBL728,CHEMBL728,['N05AB04'],PROCHLORPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"InChI=1S/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3",WIKYUJGCLQQFNW-UHFFFAOYSA-N,CHEMBL728,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL85,CHEMBL217,CHEMBL85,CHEMBL85,['N05AX08'],RISPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3",RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL85,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3"
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL908,CHEMBL217,CHEMBL908,CHEMBL908,['N05AF03'],CHLORPROTHIXENE,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,"InChI=1S/C18H18ClNS/c1-20(2)11-5-7-14-15-6-3-4-8-17(15)21-18-10-9-13(19)12-16(14)18/h3-4,6-10,12H,5,11H2,1-2H3/b14-7-",WSPOMRSOLSGNFJ-AUWJEWJLSA-N,CHEMBL908,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D2 receptor,P14416,[129],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C18H18ClNS/c1-20(2)11-5-7-14-15-6-3-4-8-17(15)21-18-10-9-13(19)12-16(14)18/h3-4,6-10,12H,5,11H2,1-2H3"
ANTAGONIST,Dopamine D3 receptor antagonist,CHEMBL908,CHEMBL234,CHEMBL908,CHEMBL908,['N05AF03'],CHLORPROTHIXENE,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,"InChI=1S/C18H18ClNS/c1-20(2)11-5-7-14-15-6-3-4-8-17(15)21-18-10-9-13(19)12-16(14)18/h3-4,6-10,12H,5,11H2,1-2H3/b14-7-",WSPOMRSOLSGNFJ-AUWJEWJLSA-N,CHEMBL908,True,True,Homo sapiens,SINGLE PROTEIN,Dopamine D3 receptor,P35462,[149],[535],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Dopamine receptor'],"InChI=1S/C18H18ClNS/c1-20(2)11-5-7-14-15-6-3-4-8-17(15)21-18-10-9-13(19)12-16(14)18/h3-4,6-10,12H,5,11H2,1-2H3"
ANTAGONIST,Endothelin receptor ET-A antagonist,CHEMBL539423,CHEMBL252,CHEMBL539423,CHEMBL539423,[],SPARSENTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,"InChI=1S/C32H40N4O5S/c1-5-7-14-29-33-32(17-10-11-18-32)31(37)36(29)20-24-15-16-26(25(19-24)21-40-6-2)27-12-8-9-13-28(27)42(38,39)35-30-22(3)23(4)41-34-30/h8-9,12-13,15-16,19H,5-7,10-11,14,17-18,20-21H2,1-4H3,(H,34,35)",WRFHGDPIDHPWIQ-UHFFFAOYSA-N,CHEMBL539423,True,False,Homo sapiens,SINGLE PROTEIN,Endothelin receptor ET-A,P25101,[234],[500],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Endothelin receptor'],"InChI=1S/C32H40N4O5S/c1-5-7-14-29-33-32(17-10-11-18-32)31(37)36(29)20-24-15-16-26(25(19-24)21-40-6-2)27-12-8-9-13-28(27)42(38,39)35-30-22(3)23(4)41-34-30/h8-9,12-13,15-16,19H,5-7,10-11,14,17-18,20-21H2,1-4H3,(H,34,35)"
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL1208155,CHEMBL1855,CHEMBL1208155,CHEMBL1208155,['H01CC03'],ELAGOLIX,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,"InChI=1S/C32H30F5N3O5/c1-19-28(21-11-6-14-26(45-2)29(21)34)30(43)40(18-25(20-9-4-3-5-10-20)38-16-8-15-27(41)42)31(44)39(19)17-22-23(32(35,36)37)12-7-13-24(22)33/h3-7,9-14,25,38H,8,15-18H2,1-2H3,(H,41,42)/t25-/m0/s1",HEAUOKZIVMZVQL-VWLOTQADSA-N,CHEMBL1208155,True,False,Homo sapiens,SINGLE PROTEIN,Gonadotropin-releasing hormone receptor,P30968,[163],[468],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['GnRH receptor'],"InChI=1S/C32H30F5N3O5/c1-19-28(21-11-6-14-26(45-2)29(21)34)30(43)40(18-25(20-9-4-3-5-10-20)38-16-8-15-27(41)42)31(44)39(19)17-22-23(32(35,36)37)12-7-13-24(22)33/h3-7,9-14,25,38H,8,15-18H2,1-2H3,(H,41,42)"
ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL1800159,CHEMBL1855,CHEMBL1800159,CHEMBL1800159,['L02BX04'],RELUGOLIX,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,"InChI=1S/C29H27F2N7O5S/c1-36(2)14-19-24-26(39)38(22-12-13-23(42-3)34-33-22)29(41)37(15-18-20(30)6-5-7-21(18)31)27(24)44-25(19)16-8-10-17(11-9-16)32-28(40)35-43-4/h5-13H,14-15H2,1-4H3,(H2,32,35,40)",AOMXMOCNKJTRQP-UHFFFAOYSA-N,CHEMBL1800159,True,False,Homo sapiens,SINGLE PROTEIN,Gonadotropin-releasing hormone receptor,P30968,[163],[468],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['GnRH receptor'],"InChI=1S/C29H27F2N7O5S/c1-36(2)14-19-24-26(39)38(22-12-13-23(42-3)34-33-22)29(41)37(15-18-20(30)6-5-7-21(18)31)27(24)44-25(19)16-8-10-17(11-9-16)32-28(40)35-43-4/h5-13H,14-15H2,1-4H3,(H2,32,35,40)"
ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL1172,CHEMBL231,CHEMBL1172,CHEMBL1172,['R06AX27'],DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",JAUOIFJMECXRGI-UHFFFAOYSA-N,CHEMBL1172,True,False,Homo sapiens,SINGLE PROTEIN,Histamine H1 receptor,P35367,[121],[541],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Histamine receptor'],"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2"
ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL1200497,CHEMBL231,CHEMBL648,CHEMBL648,"['R06AE53', 'R06AE03']",CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,"InChI=1S/C18H22N2/c1-19-12-14-20(15-13-19)18(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18H,12-15H2,1H3",UVKZSORBKUEBAZ-UHFFFAOYSA-N,CHEMBL648,False,True,Homo sapiens,SINGLE PROTEIN,Histamine H1 receptor,P35367,[121],[541],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Histamine receptor'],"InChI=1S/C18H22N2/c1-19-12-14-20(15-13-19)18(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18H,12-15H2,1H3"
ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL1200638,CHEMBL231,CHEMBL1201287,CHEMBL1201287,"['R06AB56', 'R06AB06']",DEXBROMPHENIRAMINE,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,"InChI=1S/C16H19BrN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3/t15-/m0/s1",ZDIGNSYAACHWNL-HNNXBMFYSA-N,CHEMBL1201287,True,False,Homo sapiens,SINGLE PROTEIN,Histamine H1 receptor,P35367,[121],[541],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Histamine receptor'],"InChI=1S/C16H19BrN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3"
